n.id,numberOfConnectedEdges
"""PTCSC1""",1
"""RUSC1-AS1""",6
"""PAPPA-AS2""",1
"""LINC02269""",1
"""SRSF7""",197
"""SNORA5C""",1
"""LINC01213""",2
"""NVL""",798
"""COL6A4P2""",1
"""ERI3""",338
"""STIMATE-MUSTN1""",347
"""SRGAP1""",886
"""NDUFC2-KCTD14""",141
"""NBR2""",3
"""DUX5""",4
"""MIR7152""",1
"""DENND6A""",463
"""FAM133A""",229
"""OR1A1""",305
"""RHOQ-AS1""",1
"""UBXN2A""",236
"""SDHAP1""",1
"""MIR8054""",1
"""PARM1-AS1""",1
"""SNHG17""",14
"""RPL17-C18orf32""",165
"""LINC00293""",1
"""APOC1P1""",3
"""MOB3B""",177
"""TUSC2""",107
"""XRN1""",1292
"""RBPMS2""",209
"""MIR6721""",1
"""ZNF441""",550
"""LMBR1""",519
"""SNORD28B""",1
"""ZCCHC18""",272
"""OVGP1""",695
"""PSMA8""",286
"""LINC00943""",1
"""C4BPA""",490
"""TFB2M""",401
"""RPP38-DT""",2
"""TPRG1L""",244
"""GSDMC""",592
"""ATP10B""",1614
"""FAM90A17P""",91
"""STPG2""",572
"""SNORA11G""",1
"""MIR5587""",1
"""PPP4R1-AS1""",2
"""LINC02343""",1
"""MDFIC2""",108
"""SCUBE1-AS1""",1
"""SNORD1B""",1
"""MIR5701-3""",1
"""WNK3""",1065
"""FAM230B""",1
"""MIR4422""",1
"""NCOR1P1""",2
"""NME3""",316
"""LINC02696""",2
"""OBI1-AS1""",1
"""ZNF665""",768
"""CPEB1""",629
"""EIF2D""",493
"""RNY5""",1
"""CCNB1IP1""",273
"""C19orf53""",187
"""LINC00365""",1
"""CRTC2""",620
"""LINC02373""",1
"""LINC01389""",1
"""MIR6739""",1
"""KIAA1671-AS1""",1
"""OIT3""",509
"""BEND4""",523
"""LPCAT1""",491
"""HPSE""",535
"""PHF20L1""",914
"""ADH7""",469
"""MIR519E""",1
"""LINC02756""",9
"""NOL9""",621
"""MRPL41""",135
"""GOLGA8CP""",2
"""FAM66D""",2
"""PPY2P""",2
"""ZNF775-AS1""",1
"""RNF126P1""",1
"""EEF1E1-BLOC1S5""",116
"""GRIK4""",888
"""PRSS55""",649
"""LINC02513""",1
"""LINC02771""",2
"""RPL9P7""",1
"""MIR3164""",1
"""PRPF3""",411
"""SLC39A7""",405
"""EDIL3""",485
"""DHX36""",769
"""PDE6H""",84
"""SLC25A14""",197
"""QSOX1""",762
"""ZBTB46-AS1""",1
"""MFSD2A""",408
"""CABLES1""",560
"""ACRV1""",221
"""LINC01361""",2
"""GNG12-AS1""",1
"""FAM151A""",607
"""IMPA1""",370
"""FGF11""",222
"""OR6B1""",332
"""MIR493""",1
"""SEMG1""",509
"""MIR4492""",1
"""RANGRF""",203
"""VSX1""",467
"""HOXA3""",550
"""SNORD167""",1
"""TCP11L1""",521
"""PTH2""",137
"""ZNF768""",467
"""CCDC25""",183
"""CHCHD7""",165
"""GJA9""",447
"""MIR561""",1
"""MSL2""",425
"""TBCE""",798
"""DLD""",436
"""MALSU1""",298
"""CRMP1""",583
"""GTF2IRD2""",662
"""DDI2""",264
"""STAG3L3""",4
"""EFCAB6-AS1""",1
"""CFAP298""",372
"""SNORA70H""",1
"""MIR4664""",1
"""LINC01140""",5
"""CD81""",383
"""ZNF138""",390
"""MIR6789""",1
"""PTPA""",530
"""MT1B""",77
"""MIR4475""",1
"""SNORD30""",1
"""MBLAC1""",264
"""THBS4""",868
"""SULT1A3""",102
"""VPS51""",831
"""TOMT""",2
"""NTM-AS1""",2
"""LINC00606""",2
"""IER5L""",366
"""SFTA1P""",1
"""TTLL2""",636
"""TFF3""",144
"""HCG9""",1
"""PLOD2""",767
"""LINC00368""",1
"""BANF1""",65
"""MGAT4EP""",1
"""LINC00575""",3
"""LINC02418""",1
"""RUBCNL""",766
"""LRP10""",718
"""OCRL""",533
"""TRAF3IP1""",683
"""FLNC""",2605
"""MALT1""",425
"""TMUB1""",362
"""ARL4C""",127
"""IGLL5""",535
"""H2BC20P""",2
"""LINC02878""",1
"""LINC01324""",1
"""HCG11""",1
"""TRBJ1-4""",6
"""NUP153""",1418
"""BTG3""",212
"""LMNB2""",577
"""ZBTB10""",714
"""LSM6""",43
"""LINC02127""",1
"""R3HDM4""",344
"""PPIAL4A""",132
"""LY6H""",152
"""TAPT1""",445
"""SNORA119""",1
"""SNORD115-23""",1
"""ALDOA""",449
"""SCMH1""",573
"""ADCY9""",1369
"""DAGLA""",766
"""GIT1""",652
"""ABCA11P""",1
"""LRRC37A11P""",1
"""MIR10396A""",1
"""LINC02741""",2
"""CHM""",477
"""FAM27E5""",1
"""PCOLCE-AS1""",1
"""DHX9""",656
"""LINC01535""",3
"""PYY3""",1
"""RAB39B""",124
"""MIR599""",1
"""TMX3""",445
"""DDX11L16""",2
"""TCEA1""",264
"""ZNF518B""",1145
"""CLMP""",343
"""CA1""",303
"""GRIK3""",835
"""ATP2A1-AS1""",4
"""REPIN1-AS1""",3
"""NFIA-AS1""",1
"""KCTD17""",312
"""LYZL2""",267
"""VKORC1""",407
"""RASL11A""",224
"""MIR6818""",1
"""KIAA1614""",1334
"""IMMT""",668
"""PALD1""",851
"""KRTAP3-1""",100
"""ATXN8OS""",2
"""RUVBL2""",458
"""SH3YL1""",346
"""PRM3""",138
"""SCG5""",237
"""MS4A12""",289
"""AARSD1""",501
"""RPH3AL-AS1""",3
"""MICALCL""",3
"""MIR5687""",1
"""MIR6804""",1
"""LINC02090""",1
"""THYN1""",244
"""CNNM2""",571
"""VPS37B""",332
"""TRNAU1AP""",211
"""CHURC1""",230
"""KANSL1-AS1""",1
"""MIR3915""",1
"""BMS1""",1199
"""MIR548X2""",1
"""ARNTL""",625
"""KRTAP3-3""",112
"""MIR221""",1
"""SNORD113-9""",1
"""ADAM17""",651
"""EXOC3""",645
"""IGLV11-55""",126
"""ST3GAL3""",757
"""EPS15-AS1""",5
"""MIR4509-2""",1
"""NDUFC2""",151
"""ZNF33A""",868
"""LINC02774""",1
"""LINC01208""",1
"""MIR325HG""",7
"""NUAK2""",550
"""DBT""",439
"""LINC01256""",1
"""BCL2L11""",410
"""KRT33A""",486
"""SMTN""",1379
"""MAP4K3-DT""",1
"""MIR30C1""",1
"""CBWD1""",565
"""TMEM74""",332
"""PARVG""",358
"""PIK3CD-AS2""",3
"""LINC01265""",1
"""TMEM255A""",273
"""TRIM58""",635
"""C3orf86""",13
"""MIR17HG""",5
"""CACTIN""",699
"""IRGQ""",571
"""FAM184A""",1085
"""TPRXL""",2
"""ADRB1""",428
"""MIR3670-3""",1
"""NDST1""",669
"""KRTAP4-2""",176
"""ENO1""",441
"""GRIK1""",1000
"""SCAND2P""",5
"""THSD8""",69
"""SDK1""",2815
"""B3GAT1-DT""",1
"""APOBEC3G""",408
"""TFDP2""",435
"""DNAJC30""",284
"""SLC12A3""",1119
"""LINC02722""",2
"""PPP6R1""",913
"""GAU1""",1
"""PCDHA10""",1174
"""CCL19""",70
"""MS4A13""",166
"""MIR760""",1
"""MIR5093""",1
"""TH""",649
"""MIR518E""",1
"""SPATA45""",92
"""TAF10""",201
"""TP53TG3F""",188
"""GSTA2""",286
"""DUXA""",229
"""LINC00454""",1
"""LINC01010""",4
"""FAS-AS1""",1
"""HOXA1""",319
"""KCNA4""",600
"""CHRNG""",486
"""RNF183""",209
"""OR13C6P""",1
"""MIR4540""",1
"""DOK2""",580
"""ITLN2""",349
"""RHBDL2""",269
"""RNA5S6""",1
"""PTK2""",1227
"""CREB1""",224
"""RAD54L""",758
"""IGKV1-8""",290
"""HOXD8""",361
"""KPNB1-DT""",3
"""LINC02172""",1
"""CCDC181""",498
"""MIR4636""",1
"""LINC01966""",1
"""ACTL8""",359
"""PGBD2""",626
"""MYO1F""",916
"""KIT""",977
"""AKR7A2""",466
"""LY86-AS1""",1
"""SEPTIN11""",311
"""MAPKAPK3""",320
"""MIR3613""",1
"""ADORA2A-AS1""",3
"""WFDC21P""",1
"""COX4I2""",191
"""GM2A""",235
"""PUF60""",413
"""ZNF204P""",2
"""IGLV2-14""",421
"""SRGAP3-AS4""",1
"""TRAJ9""",21
"""TNPO1""",486
"""DEFB114""",89
"""LINC00620""",1
"""NRBP2""",510
"""RASL12""",268
"""GAMT""",396
"""CUL7""",1593
"""DRD1""",306
"""MORF4L2""",170
"""EPO""",183
"""COX8C""",96
"""ZC3H6""",908
"""LINC02863""",6
"""TTTY21""",1
"""MT1H""",135
"""ZNF486""",632
"""PDLIM3""",447
"""POU3F2""",324
"""FAM230F""",1
"""C1orf100""",176
"""TMEM219""",254
"""CCNYL6""",1
"""MIR4418""",1
"""LINC02028""",3
"""CCDC148""",633
"""IFNA14""",296
"""SNORD152""",1
"""MIR4650-2""",1
"""PDCD1LG2""",296
"""FBXL12""",467
"""ZNF266""",701
"""DTWD1""",386
"""ZSWIM8""",1389
"""DOLPP1""",176
"""LMLN2""",476
"""DYRK2""",523
"""ADAM29""",1042
"""NAXD""",422
"""MAPRE1""",183
"""EBI3""",257
"""ZNF620""",398
"""MIR3180-5""",1
"""HSFY1""",13
"""TSPAN18""",270
"""AUNIP""",321
"""RILP""",464
"""IGKV1-17""",298
"""BMP7""",446
"""LBH""",122
"""SETD9""",279
"""RLN3""",184
"""CNGB3""",982
"""ECHS1""",283
"""DDX27""",659
"""GAL3ST3""",550
"""PNMA2""",378
"""CBY1""",138
"""PTPRD-AS1""",2
"""PPM1G""",284
"""RBBP8""",875
"""UBXN2B""",317
"""CRYBG2""",1822
"""FLRT2""",699
"""ERVK-21""",6
"""MAFTRR""",1
"""TMCC1""",467
"""HENMT1""",392
"""PAFAH1B2P2""",2
"""LINC01602""",1
"""EMC1-AS1""",2
"""MIR4799""",1
"""CLDN4""",211
"""SNAR-A10""",1
"""FCGR1B""",326
"""ZWINT""",329
"""OR8A1""",361
"""GNA15-DT""",1
"""CCDC178""",991
"""ORC6""",264
"""PHF19""",453
"""ANKS1A""",911
"""LINC00174""",1
"""DNMT1""",1348
"""IDH1-AS1""",1
"""SNAR-B2""",1
"""ATAD5""",1370
"""INTS5""",820
"""VN1R2""",424
"""GMDS-DT""",1
"""GUCA1A""",178
"""RRP9""",419
"""MIR12126""",1
"""UBD""",150
"""ZNF121""",298
"""ATG16L2""",750
"""GPR151""",390
"""FBLN1""",905
"""MIR645""",1
"""MIR4307""",1
"""OR6V1""",307
"""RHOG""",108
"""DEFB130A""",21
"""ARMH1""",429
"""RBM4B""",364
"""TTC41P""",5
"""RFXAP""",244
"""C22orf42""",299
"""IRS4""",1050
"""MIR374C""",1
"""MTERF4""",517
"""ZHX1""",630
"""MIR12119""",1
"""MED4""",247
"""GACAT3""",1
"""PRYP3""",3
"""GJA3""",428
"""SLC48A1""",125
"""TRIM8""",485
"""TCEANC""",271
"""MIR548AM""",1
"""ZNF236""",1451
"""ARPC1A""",257
"""LRRC46""",266
"""C2orf92""",194
"""DELE1""",513
"""LINC00867""",1
"""TMEM67""",870
"""DRAM2""",265
"""NCF4""",469
"""GLT8D2""",413
"""MIR6076""",1
"""MIR4770""",1
"""MIR3910-1""",1
"""LINC00333""",1
"""FAM3B""",292
"""FNBP4""",863
"""INKA2-AS1""",2
"""TARS2""",619
"""TOP1""",392
"""TTTY23""",1
"""BAG1""",398
"""APOBEC4""",291
"""MPV17""",335
"""PAN3""",654
"""CASP1P2""",1
"""MIR3914-2""",1
"""CERNA3""",1
"""ZNF500""",726
"""NAPRT""",676
"""CELF4""",725
"""TTTY18""",1
"""CD5""",453
"""LINC02748""",1
"""SAFB2""",976
"""SYT11""",337
"""OR4K2""",532
"""ANKRD18B""",850
"""C17orf78""",242
"""EGLN1""",391
"""HEXA-AS1""",2
"""TMCO5B""",2
"""ERCC6L""",550
"""ESM1""",185
"""CSNK2A1""",409
"""TERF2""",478
"""UPF1""",635
"""TMEM187""",234
"""MIR1266""",1
"""ZNF134""",458
"""DPY19L2P2""",6
"""SNRPB""",202
"""LINC02432""",1
"""MIR601""",1
"""RAB19""",247
"""LCE4A""",90
"""MIR1302-4""",1
"""PWWP3A""",825
"""PCDHGC4""",810
"""SFXN1""",322
"""TUBA4A""",293
"""SNORA75B""",1
"""IGHV5-51""",412
"""COCH""",577
"""ETV7""",450
"""LINC01539""",2
"""MTRNR2L5""",28
"""MYO16-AS1""",1
"""TEKT3""",528
"""LINC00563""",1
"""TDRD12""",1060
"""FBN1-DT""",1
"""SH2D2A""",422
"""MUC17""",6863
"""ATP6V0D2""",387
"""CIDECP1""",1
"""SYBU""",703
"""PTPRH""",1287
"""PAXBP1-AS1""",2
"""IL33""",324
"""PYROXD2""",584
"""MTX2""",245
"""RTP1""",331
"""DHRS3""",270
"""CST5""",214
"""MIR135A2""",1
"""SULT1B1""",338
"""CORO1C""",397
"""LNCRI""",4
"""TET2-AS1""",1
"""VBP1""",115
"""MAGEB16""",296
"""C4orf3""",214
"""L3HYPDH""",430
"""TMEM119""",310
"""NUP155""",1134
"""KCNQ5-AS1""",1
"""THAP4""",511
"""MIR3688-2""",1
"""KISS1R""",489
"""LINC00677""",1
"""LINC02414""",1
"""TAF4B""",767
"""AGTR2""",302
"""MIR7852""",1
"""SNORA41B""",1
"""AADACP1""",1
"""RCN2""",279
"""OR5D3P""",238
"""TOR3A""",469
"""PEDS1-UBE2V1""",245
"""TTC29""",582
"""SLC8B1""",602
"""LINC02005""",1
"""SNAR-F""",1
"""TRIB1""",308
"""LTC4S""",178
"""LINC01044""",1
"""IL20""",187
"""NSL1""",318
"""CALML3""",159
"""OCLN""",458
"""LINC00559""",1
"""TCTN3""",564
"""METTL5""",253
"""FAM200B""",541
"""RPF2""",299
"""MAEL""",456
"""MIR6504""",1
"""LINC01580""",2
"""ZC3H3""",1072
"""MADCAM1-AS1""",1
"""WFDC3""",226
"""MIR550B2""",1
"""NMI""",291
"""TCP10L2""",379
"""LINC01914""",2
"""UNC50""",236
"""XPOT""",713
"""KLHL15""",220
"""UBR2""",1252
"""MIR7702""",1
"""ROBO3""",1577
"""QSER1""",1478
"""WDR11-AS1""",1
"""COX7B2""",127
"""BFSP1""",661
"""OGDHL""",1108
"""ABCA5""",1461
"""ERLEC1""",420
"""TAF8""",426
"""DHX16""",866
"""LIMD2""",141
"""DACH2""",588
"""SLC5A5""",635
"""TATDN2""",716
"""PRSS40A""",2
"""OR1J1""",342
"""NPTN""",281
"""XPO5""",805
"""RAB8B""",149
"""LINC01159""",2
"""CXCR2""",375
"""CMC1""",159
"""LINC01957""",1
"""CADM3""",407
"""TTC39A""",669
"""PRR23D2""",36
"""DNMT3A""",1042
"""MAN2A1""",1018
"""TRAV20""",135
"""CDHR3""",982
"""DDX5""",551
"""CCNI2""",329
"""IDS""",502
"""SCARNA27""",1
"""PDE6G""",88
"""MIR4424""",1
"""MIR9902-1""",1
"""DCST1-AS1""",2
"""CACNA1C-AS1""",1
"""SNX29P2""",2
"""LINC01579""",1
"""MIR587""",1
"""FOXO3""",585
"""SNAR-C4""",1
"""IL1F10""",179
"""MIR1297""",1
"""OR52P1P""",1
"""BIN2""",473
"""CTBP1-AS""",1
"""CRP""",261
"""SNORD50B""",1
"""ABCC8""",1897
"""HHIPL1""",832
"""EMILIN3""",762
"""MIR4460""",1
"""RAP1B""",129
"""ARF4-AS1""",2
"""PDXP-DT""",1
"""LGI4""",807
"""TKT""",595
"""TMEM120B""",383
"""SNORD91A""",1
"""HBA1""",13
"""TRIP10""",677
"""PCDHB8""",1299
"""CHST8""",497
"""ST7-OT4""",1
"""SLC6A7""",669
"""TIFAB""",191
"""SLC35C1""",339
"""ADIG""",151
"""LINC01509""",1
"""SNORD115-14""",1
"""TMEM9""",210
"""MIR3150BHG""",2
"""HTATSF1P2""",1
"""LINC02711""",1
"""MIR5704""",1
"""H4C11""",3
"""LINC00592""",1
"""FAM167B""",161
"""SCCPDH""",352
"""CXorf49""",3
"""PPP2R2D""",362
"""NF2""",615
"""CCNYL4""",1
"""TRIM37""",914
"""GTF2H2C_2""",146
"""KHSRP""",539
"""PDCD6IP""",741
"""ATP6V0A1""",653
"""EPC2""",597
"""TRMT11""",500
"""SP8""",428
"""TWIST2""",107
"""AKR1E2""",402
"""MIR652""",1
"""LINC00944""",1
"""GP6""",729
"""SUMO3""",236
"""RBM26-AS1""",1
"""TBCD""",1243
"""NISCH""",1333
"""ZDHHC2""",389
"""C17orf98""",170
"""BCAS3""",918
"""FEZ1""",337
"""LINC01701""",1
"""NAT16""",447
"""CSNK2A3""",453
"""JARID2-AS1""",1
"""CEP295NL""",587
"""SLC16A5""",569
"""MIR6075""",1
"""LINC00106""",1
"""ACKR1""",420
"""PPP1CA""",227
"""DLG5-AS1""",1
"""USP36""",1330
"""TNFAIP2""",638
"""LINC01979""",1
"""DNM1""",680
"""THAP6""",301
"""FAM197Y4""",1
"""MICB-DT""",1
"""ASIC1""",635
"""ZNF593""",174
"""BPY2C""",5
"""TMEM192""",252
"""NUDT5""",228
"""LINC01111""",1
"""KCNE5""",152
"""YKT6""",235
"""CASZ1""",1680
"""ANKH""",473
"""HOMER3""",369
"""OR10AD1""",303
"""CECR3""",1
"""LRBA""",2606
"""CYP3A43""",578
"""ANAPC7""",392
"""IGLV3-10""",320
"""LINC01566""",2
"""MBD3L2""",189
"""SAGE1""",836
"""LINC01346""",1
"""TCF7L1-IT1""",1
"""ZNF557""",389
"""SPOCD1""",1201
"""HAPLN3""",542
"""TBC1D10C""",549
"""CTDSPL2""",309
"""OR1I1""",405
"""DNAJB12""",389
"""KAT7""",358
"""LINC01193""",1
"""MIR200C""",1
"""CLASP2""",1249
"""ANKRD62""",660
"""EYA1""",709
"""CCL22""",87
"""ASCL5""",133
"""LINC00543""",1
"""LINC02501""",2
"""SUPT20H""",784
"""LINC00928""",4
"""SNORD115-24""",1
"""RECQL5""",1160
"""SNORD148""",1
"""MAX""",364
"""TOP1P1""",1
"""THAP7""",335
"""SCAF4""",989
"""MILR1""",213
"""ATXN7L3""",276
"""FAM120A""",840
"""C16orf74""",121
"""MIR188""",1
"""ADAMTS14""",1342
"""H3-3B""",199
"""TMSB15B""",43
"""TP53BP1""",1638
"""FRAS1""",3795
"""USP42""",1670
"""YTHDF3-DT""",1
"""OXR1""",896
"""TRAJ53""",25
"""GDAP1""",508
"""PPP5C""",355
"""USP34""",2782
"""KHDRBS3""",331
"""PITPNC1""",247
"""C6orf132""",967
"""PCOLCE2""",474
"""PHOX2B-AS1""",5
"""FAM9A""",330
"""PCDHB15""",944
"""SPATA25""",242
"""UQCRHL""",102
"""TMEM82""",381
"""TMEM204""",209
"""OSBP2""",965
"""LINC02349""",1
"""PSLNR""",1
"""GOLGA2P9""",1
"""MED14""",631
"""SRGAP3-AS2""",2
"""TMDD1""",209
"""DEK""",345
"""DNAJC5B""",225
"""FBL""",315
"""BOLA2-SMG1P6""",42
"""HAX1""",333
"""JADE3""",444
"""HOXB2""",454
"""MEIS2""",465
"""NBAS""",2407
"""TTC16""",889
"""MATN1-AS1""",1
"""RBM39""",430
"""LTBP4""",1791
"""RAB34""",592
"""SOX1-OT""",2
"""TRBV7-1""",154
"""ITGB2""",898
"""LMCD1-AS1""",1
"""PLCXD1""",455
"""RALY-AS1""",2
"""MIR4662B""",1
"""LINC00550""",1
"""CREB5""",501
"""PWRN2""",1
"""SLC35A2""",399
"""ADGRL3""",1612
"""CDYL-AS1""",1
"""REC114""",274
"""TMEM11""",137
"""LINC01888""",1
"""HHATL-AS1""",1
"""IGHV3-43D""",1
"""NTN4""",544
"""OR2T10""",330
"""PYY""",123
"""MIR577""",1
"""IGHD3-9""",48
"""CHKB-CPT1B""",55
"""MYH9""",1590
"""PTENP1""",1
"""NDUFAF7""",537
"""SYDE2""",1083
"""SNORD114-29""",1
"""TUBB1""",460
"""MIR3199-2""",1
"""SFMBT1""",606
"""KIR2DS2""",29
"""XPNPEP1""",503
"""MIR122HG""",3
"""LINC02347""",1
"""ZDHHC1""",571
"""DEFB104A""",3
"""C11orf91""",182
"""CDC20""",386
"""NEXMIF""",1152
"""GTF3C1""",1753
"""MADD-AS1""",2
"""ROCK1""",816
"""LINC02600""",1
"""ZNF449""",295
"""ZFY-AS1""",1
"""LINC00601""",1
"""SMCR2""",1
"""ZNF275""",297
"""HNRNPD-DT""",1
"""NKAPP1""",2
"""PTRH1""",416
"""TMLHE""",276
"""ZNF334""",810
"""CT47A12""",79
"""IGLV3-12""",218
"""OR11H6""",369
"""CCDC42""",318
"""RTL3""",504
"""IVNS1ABP""",424
"""HSD17B10""",124
"""ZNF716""",672
"""BMPR1A""",658
"""TRPA1""",1221
"""ANKAR""",1288
"""H2AX""",87
"""MYOCOS""",78
"""PYHIN1""",667
"""PEX12""",329
"""NUP93""",785
"""BSN-DT""",1
"""FNDC3B""",961
"""CD247""",185
"""FXYD6P3""",1
"""IGLON5""",304
"""WDFY3-AS2""",12
"""SLC25A21""",313
"""LINC02626""",1
"""RIMKLB""",395
"""TMSB10""",35
"""KRT85""",553
"""FAM74A4""",3
"""MIR5188""",1
"""KCNK9""",308
"""SNAR-I""",1
"""LPCAT4""",450
"""PWRN1""",1
"""MIR3677HG""",1
"""CDC40""",388
"""TREML1""",320
"""GLRX""",108
"""NMBR""",476
"""TRAF1""",361
"""DCDC2B""",360
"""TNIP3""",464
"""GABPB1-IT1""",1
"""FBP1""",327
"""DYRK1A""",792
"""CRACR2A""",739
"""LSR""",818
"""TXNRD1""",660
"""GNAI1""",278
"""TRBV6-9""",1
"""MICALL2""",1278
"""GALC""",801
"""MIR518B""",1
"""SNAR-A4""",1
"""TMEM14A""",73
"""COX5B""",120
"""TRAV7""",112
"""ADD3-AS1""",1
"""NFIC""",476
"""LINC02080""",1
"""BNIP1""",253
"""SRRM2-AS1""",2
"""TPTE""",1317
"""AGXT2""",604
"""NDUFS7""",420
"""RHEB""",113
"""MRPS18A""",293
"""ARHGAP44-AS1""",1
"""GAD1""",531
"""WDR54""",350
"""VWCE""",1021
"""P2RY12""",304
"""FGF18""",149
"""GRM3""",868
"""TM4SF18""",198
"""BCR""",1282
"""PLEKHG5""",1248
"""MIR302B""",1
"""LINC00903""",1
"""MIR9-1""",1
"""SELENOM""",163
"""USB1""",330
"""MSRB1""",312
"""OR3A4P""",2
"""PCYT1B""",207
"""THAP9""",716
"""LINC01177""",1
"""SH3BP4""",923
"""SNORA36B""",1
"""KCNE2""",149
"""NPS""",107
"""MEIS1-AS2""",1
"""FXN""",241
"""IGDCC3""",839
"""KIAA1586""",736
"""SLC12A8""",829
"""MORC1-AS1""",1
"""NOB1""",456
"""LINC00165""",1
"""MIR764""",1
"""NLRP3""",1112
"""LINC02227""",1
"""PTBP3""",455
"""MEGF8""",2581
"""CLIC4""",202
"""UBE2Q2P1""",1
"""ATG12""",243
"""PCAT7""",4
"""LGALS2""",144
"""USP2""",612
"""GSX2""",351
"""MATR3""",675
"""TOMM70""",419
"""USP29""",1013
"""ZNF175""",665
"""RPL32P3""",1
"""ST8SIA6""",433
"""LINC00469""",4
"""LINC01498""",1
"""SEPTIN8""",507
"""IL1R2""",448
"""TTF1""",802
"""PEX11A""",245
"""E2F2""",387
"""TGFB2""",349
"""MIR548N""",1
"""HDAC6""",755
"""EIF5""",340
"""ARHGEF9""",463
"""MAGEF1""",321
"""FGF21""",232
"""DYNC1H1""",2387
"""PPP1R13L""",952
"""DLEU2""",7
"""BORCS5""",205
"""FRG1EP""",1
"""TTL""",262
"""RNF185""",195
"""SNORD69""",1
"""LZTR1""",1060
"""IL6R-AS1""",1
"""C7""",989
"""NQO2""",235
"""NICN1""",177
"""GNG10""",59
"""BBS12""",630
"""MARK2""",633
"""RTL1""",1112
"""DNAI3""",796
"""ANKK1""",903
"""C3orf84""",199
"""LINC00163""",1
"""MIR4665""",1
"""ZCCHC14""",983
"""OR4K14""",286
"""CHAER1""",6
"""UCA1""",2
"""SP6""",380
"""ATOH8""",387
"""MXD1""",190
"""PSPHP1""",1
"""SFTPA2""",338
"""EEF1AKMT3""",272
"""SPPL2A""",441
"""BDP1""",2348
"""ATP13A5-AS1""",1
"""LINC01639""",1
"""IGHV2-5""",409
"""DND1""",305
"""TBRG1""",386
"""CSDC2""",192
"""LINC01689""",1
"""EIF3I""",371
"""EXOSC2""",270
"""TRA""",4
"""R3HDML""",277
"""DBI""",258
"""SECTM1""",264
"""TMEM116""",345
"""MRPL16""",258
"""TMEM125""",229
"""LINC02559""",2
"""LINC02392""",1
"""PRSS44P""",1
"""NUF2""",375
"""HS3ST3A1""",502
"""GPR137B""",445
"""DUSP22""",370
"""ZCCHC8""",559
"""CELF2-AS1""",2
"""TBC1D3C""",62
"""ZFHX2""",2077
"""KLF9""",198
"""PRR5-ARHGAP8""",986
"""ATP8B1""",877
"""PLXDC1""",544
"""NUGGC""",810
"""LINC00327""",1
"""CCL16""",153
"""MIR4437""",1
"""TRAF6""",314
"""GAGE6""",1
"""TAS2R1""",336
"""LGALS9C""",397
"""IL10RB-DT""",1
"""DDTL""",46
"""SNORD35B""",1
"""SNORD19C""",1
"""SMAGP""",105
"""LINC02064""",1
"""SNORD3K""",1
"""ANTXR2""",531
"""SERINC4""",612
"""FAIM2""",292
"""NXF5""",22
"""MYLIP""",387
"""DDX53""",491
"""ARID4B""",1131
"""IGLV2-8""",307
"""TOMM20L-DT""",1
"""LINC01976""",1
"""FAM178B""",589
"""POLR2M""",492
"""SHISAL2A""",216
"""CATSPER2""",595
"""AGBL4-IT1""",1
"""MIR1193""",1
"""CAPN1""",674
"""LMLN""",553
"""TCFL5""",512
"""TRBV20-1""",120
"""PRAMEF2""",729
"""TMEM72-AS1""",1
"""MT-ND4L""",1
"""LERFS""",2
"""LDHD""",573
"""NUDT10""",109
"""C11orf16""",517
"""LIPG""",570
"""MCM3""",924
"""ANGPT1""",457
"""CLEC18A""",256
"""FOXG1""",487
"""ERVV-2""",363
"""MYOCD-AS1""",1
"""FAHD1""",348
"""LCE5A""",136
"""JADE1""",569
"""SRRM1""",880
"""ISL1-DT""",1
"""CA12""",349
"""MAGEA4-AS1""",1
"""GNAS-AS1""",1
"""SNORD22""",1
"""TRAV39""",118
"""SLFN13""",955
"""AFF3""",1229
"""KIF5B""",587
"""LRIF1""",696
"""NKAIN2""",273
"""SCUBE3""",751
"""TRIM72""",511
"""MESP1""",348
"""MIR449A""",1
"""KDM5D""",419
"""FLT3LG""",343
"""AK2""",339
"""IZUMO4""",402
"""OR52N4""",401
"""LINC02389""",1
"""COX17""",130
"""STX18""",321
"""BEND6""",288
"""SCIMP""",151
"""PLCH1-AS2""",1
"""EMC8""",202
"""GLIPR1""",339
"""MIR202HG""",2
"""CYP4F22""",566
"""MFSD13A""",520
"""PIP5K1P1""",1
"""LINC02403""",1
"""HDAC7""",934
"""IGF2""",229
"""MIR376B""",1
"""POP7""",138
"""DRD3""",392
"""MIR920""",1
"""POLR2J""",151
"""COPS5""",166
"""NUTM1""",1108
"""CIZ1""",845
"""SNORD105""",1
"""MECOM""",1177
"""SPACA5""",5
"""RNA5S1""",1
"""LINC00681""",1
"""SCYL3""",625
"""SPATA12""",176
"""PDE1B""",507
"""MIR4679-1""",1
"""PSME3IP1""",278
"""EXO5""",325
"""IL20RA""",507
"""SNHG26""",1
"""LINC01271""",1
"""TTC33""",301
"""SYDE1""",778
"""BRMS1L""",238
"""DNAH5""",5078
"""WDR88""",455
"""TCP1""",412
"""HDGFL3""",165
"""RAPGEF4-AS1""",1
"""ZNF561""",530
"""MIR4725""",1
"""LBR""",587
"""KLHL22""",536
"""OR10K2""",299
"""TCERG1L-AS1""",1
"""LIPA""",406
"""OSTN-AS1""",1
"""MIR6732""",1
"""PRKCZ-AS1""",1
"""GUCY2D""",1170
"""CLDN2""",122
"""CSNK1G2""",505
