source,target
14823816,13024192
14823817,13721960
14823821,14254826
14823822,14583551
14823823,13417595
14823825,13858838
14823826,14403096
14823828,13091605
14823829,13573507
14823830,14591992
14823832,13027930
14823833,13517847
14823834,13821643
14823836,14574452
14823841,12862078
14823843,14220596
14823844,13699064
14823851,12962196
14823852,13865345
14823855,13711852
14823856,13699006
14823857,14189684
14823860,14284434
14823866,13855320
14823867,13503733
14823868,13113241
14823873,13724943
14823875,14100335
14823876,14613680
14823877,13934639
14823880,14503543
14823881,13824228
14823882,14118560
14823883,13557549
14823884,12960612
14823888,13674831
14823894,13656485
14823897,14412368
14823899,14468385
14823901,13684029
14823902,14368823
14823905,13315769
14823906,12852349
14823910,13654491
14823912,14526232
14823913,13963455
14823914,12911788
14823916,14041206
14823917,14560952
14823918,13192716
14823920,12999774
14823922,13296249
14823923,12889346
14823924,14434788
14823926,14321185
14823927,13535497
14823930,13430145
14823931,13948415
14823932,14614943
14823933,13576295
14823935,13231656
14823939,13232505
14823944,13191075
14823946,12993170
